Jour,Cours,var
2260,148.28,27.0
2261,148.5227993,27.0
2262,142.5,26.0
2263,142.0,26.0
2264,145.5,26.0
2265,144.4,26.0
2266,145.2769895,26.0
2267,142.5600231,26.0
2268,141.0,26.0
2269,140.3190802,26.0
2270,137.6,25.0
2271,139.5996774,25.0
2272,139.0000992,25.0
2273,138.44,25.0
2274,138.8405361,25.0
2275,140.7627951,26.0
2276,139.14,25.0
2277,137.1403788,25.0
2278,138.2599902,25.0
2279,142.24,26.0
2280,143.0973287,26.0
2281,143.4001248,26.0
2282,143.3,26.0
2283,143.16,26.0
2284,143.3,26.0
2285,143.8001532,26.0
2286,143.8603198,26.0
2287,143.0603201,26.0
2288,143.5006812,26.0
2289,144.02,26.0
2290,142.8001128,26.0
2291,144.8,26.0
2292,145.2999191,26.0
2293,146.0086174,27.0
2294,148.4200088,27.0
2295,149.4,27.0
2296,149.94,27.0
2297,150.3999855,27.0
2298,151.3998637,28.0
2299,152.3,28.0
2300,152.0806386,28.0
2301,153.0203859,28.0
2302,151.4408419,28.0
2303,150.8000199,27.0
2304,151.7,28.0
2305,152.5000353,28.0
2306,153.2203225,28.0
2307,152.8,28.0
2308,151.3,28.0
2309,147.5,27.0
2310,149.3804281,27.0
2311,145.5,26.0
2312,146.8396265,27.0
2313,147.2399481,27.0
2314,146.76,27.0
2315,146.5212641,27.0
2316,151.0013058,27.0
2317,154.899614,28.0
2318,155.7986292,28.0
2319,154.1397109,28.0
2320,154.8201021,28.0
2321,155.8,28.0
2322,153.0,28.0
2323,156.3205324,28.0
2324,155.1000645,28.0
2325,150.1,27.0
2326,151.7400258,28.0
2327,150.12,27.0
2328,150.8800586,27.0
2329,151.5182959,28.0
2330,150.8,27.0
2331,152.4,28.0
2332,153.5810749,28.0
2333,153.02,28.0
2334,152.8399858,28.0
2335,154.2001039,28.0
2336,155.3193374,28.0
2337,157.2422409,29.0
2338,158.3948669,29.0
2339,156.2201348,28.0
2340,157.32,29.0
2341,157.0001399,29.0
2342,157.8800048,29.0
2343,158.22,29.0
2344,156.2996744,28.0
2345,155.1,28.0
2346,155.2196404,28.0
2347,153.1,28.0
2348,155.04,28.0
2349,155.35587,28.0
2350,154.6778346,28.0
2351,152.8165438,28.0
2352,152.56,28.0
2353,151.84,28.0
2354,152.22,28.0
2355,152.56,28.0
2356,152.12,28.0
2357,153.5,28.0
2358,154.32,28.0
2359,150.96,27.0
2360,147.74,27.0
2361,146.86,27.0
2362,146.4,27.0
2363,146.16,27.0
2364,146.84,27.0
2365,142.1,26.0
2366,142.0,26.0
2367,148.86,27.0
2368,149.34,27.0
2369,150.16,27.0
2370,151.86,28.0
2371,143.4936302,26.0
2372,147.32,27.0
2373,143.5,26.0
2374,145.14,26.0
2375,146.06,27.0
2376,147.84,27.0
2377,147.56,27.0
2378,148.28,27.0
2379,146.68,27.0
2380,140.0,25.0
2381,139.38,25.0
2382,139.36,25.0
2383,146.72,27.0
2384,142.18,26.0
2385,145.5,26.0
2386,147.08,27.0
2387,150.0,27.0
2388,151.58,28.0
2389,152.7,28.0
2390,152.02,28.0
2391,151.0,27.0
2392,153.0,28.0
2393,154.64,28.0
2394,158.36,29.0
2395,158.88,29.0
2396,160.02,29.0
2397,158.02,29.0
2398,159.72,29.0
2399,159.36,29.0
